group,Open_report typo-corrected
psychedelics,
psychedelics,"I go into the bathroom - absolute darkness, viscous and tangibly soft, a visible veil, woven from all colors into a single blackness. I don't remember how I ended up in the tub. I don't see my hands, I don't see the edges, dense jungle thickets begin to flicker there and hungry tiger pupils follow through the vines. The rite of initiation of the ancient tribes, you will never return to yourself, even if you do not die. Further inland, falling through the animal paths, faster and faster through the night, the whistle of the bowstring cuts the rustles, the body, collected in a spring, before the jump. It is difficult to come up with a new plot, and vague images fit best into the old rut. Cold ceramics under the back - the stones of the altar, a ray of light through the dusk on a raised blade. What for? Pain in the opened chest, like a step. A step into a stone well and booming chants melting above. The despair of the sacrificed, dazzling white as an icy desert, so strong that it is taken out to where it is impossible to categorize sensations. Spears passing through, but hands reaching out from all sides to plunge into the hot blood destined for the gods. The blood and throbbing hearts of the gods are in my hands. The subject and object of this sacrifice. To move the sun from the sky! I scatter into fragments, unwind into threads, tree roots in countless fractals into the bowels of the earth. Nails in the palms and hellish heat - to die for each of them, to breathe in each.. Just to become them, just to stay in them. An endless wasteland and an army that follows me into battle. Oh, if only they, following me, knew what it was like to go ahead! What an eerie dizzying feeling of an empty dusty infinity ahead and a legion behind. And I walk in each of them, look at the back of my head, and feel the sight of my own gaze. Gods, how many there are! Countless legion of black shadows marching behind me, so that the world shakes from their steps. Someone's gaze is an angstrom behind my retina, someone through a thousand light-years distinguishes the inside of my eyes. Why so many of them? They have always been here! How did I not notice this before? And they all go, go, go after me, turn their heads in phase, are not reflected in the mirrors. Filmstrip fragments of someone's life that has come true and seen for the first time. How could you ever feel alone for a moment when they were always here? Who is there? There is no one here but you! How did I not notice? It would be funny to me from the feeling of absolute non-loneliness, if there was someone to laugh. They fill everything, the world rushes down, losing its forms and connections, into the beyond from under their feet, breaks, unwinds, falls apart, scatters, down and in breadth, the fabric of a single canvas into everything and nothing. And then it rolls up, rolls up, rolls up from the unattainable periphery, spinning and twisting dizzily, flies to the center at a superluminal speed, falls into the singularity of one dazzlingly bright point, black hands reach out to it from the void. Flash somewhere in the solar plexus. I open my eyes. Before them again colored darkness. I lie curled up on the floor, unable to believe that I can look, that I can move my arms, that I can feel the cold. I hear the laughter that fills the room, it takes me a while to identify it as my own. How did you not notice them before? It's cold - one of them, hugging me, puts a sweater on me. Where is sweater from? Damn it, what a simple but extraordinarily clear hallucination. Somewhere in the other room, music is playing. I can't believe that I can get up, that I'm walking through the visible darkness in my own, pieced together body. And my legion strikes a step behind me. How do I remember the faces and names of two people in this apartment? I remember the name and the past, the one about whom I can still say ""I"" with confidence. It brings out bursts of hilarious surprise. I am very well and illegally calm. I want to tell them everything so as not to lose it, but now I don't have enough words for this, no eloquence will be enough even later, when in six months I try to clothe it in tight words. I don't know how long it went on, probably more than a couple of hours. The rest of the trip until the morning, I danced, looked, spoke, but already somehow lazily, still not moving away from the minutes on the bathroom floor. As if the brain, realizing that it was too early, tried to step back and analyze what had happened and not finding answers, lazily scratching in the skull. Did I really want salvation at that moment?"
psychedelics,"I did half of an MDMA tablet and 3/4 of an LSD paperboard. I first felt the MDMA effects feeling light and happy, then I felt the LSD feeling a little bit anxious.It was a party my friends and I were throwing at my buddy's house and I was in charge of music, I did a mix for it and hype was created in general around that party we organized each year and for the music mix, I did. However, the music couldn't hear loud and clear and in the end, the mixtape didn't work, when that happened I was high enough that I couldn't solve it, so I got anxious because of that.  After that the party went well, I danced and enjoyed it but at the end when there were like 10 people left I started to tripping out very hard. I felt as if I was in loops, as if nobody could leave the party because everyone had to find some belonging first. After that, a friend of mine was complaining very often about a friend that got very alcoholized. At some point everything was about this friend complaining about the alcoholized friend and I didn't feel comfortable with that, so I had a psychotic break feeling in a constant loop where everyone was talking about this guy.  Somehow I started to think that everyone hated me and that I discovered that my whole life was a product of my mind, that the goal of life is to realize that you are a bad person and the only path is to end with your life, that scared me so much.  After 45 mins like that, I got back to reality and went to bed until I fall asleep."
psychedelics,I had surrendered to my shadow and experienced my longing and my deep sorrow for being separate from Oneness. The experience was hard to take but was the beginning of a healing journey.
psychedelics,I had an experience at a public beach when I took magic mushrooms. People were talking to me but I couldn't really hear what they were saying and I saw all kinds of colors. Once I went swimming it stopped.
psychedelics,"(the report is based on notes made at the time) I was alone for the entire experience. The experience begun very quickly and after about 1 hour was very strong. Everything was intertwined: thoughts, concepts, bodily feelings, emotions, social anxieties etc. The experience was challenging and included strong resistance to ego death, but also a realization that it's all as simple as letting go. I reflected on my propensity for instant resistance to everything unknown and whether this had changed to some degree. I had previous experience with psychedelics but felt that this experience was more like a psychedelic experience ""should be"" and that some sort of a block had been broken. Continuous observations about myself and my life were made, and I noted the importance of implementing some of them in my daily life. (practically none of these observations were remembered afterwards and certainly not implemented.) I also noted an experience of ""perfect living with self/light"". After about 2,5 hours, I had a period of strong crisis. At this time, the ability for conceptualization and making sense of reality had already returned close to normal. The crisis involved a bodily and mental struggle for life and death with a visualization of trying to climb out of a deep well. Just as my strength ran out and I was about to give up, I was helped by what felt like an outside force. Innumerable hands reached out from a source of light to help me. This light then transformed into an incredibly immersive vision of a source, existing at the boundary of death and life, that simultaneously absorbs and emits life/souls/consciousness. Immediately afterwards I noted that being able to trust opened up immense stored-up emotions. I felt that I had made a connection with a deeper self beyond any reasonable doubt - despite that every doubt indeed had been reasoned. I also noted that surrender to the experience rewarded beyond any description. After the episode describe above, I felt for a short time great peace with myself and euphoric mood. I felt for example that my myriad personal problems were in the end completely insignificant. I described this in my notes and in remarks made to others at the time as a ""level up in life"" and a true ""religious experience"". I felt that this must be the way one should live and feel - that perhaps it was something like enlightenment. I doubt that it is possible to describe this ""perfect"" mode of consciousness and way of existing in words that would do it justice. However, I was also aware that this would likely not last for long. After about 4 hours I again started being skeptical towards such things as spirituality, and noted that the more one is skeptical, the more ""dualistic"" everything becomes. After 6 hours I felt tiredness, anxiety and immense yearning. I wondered where the confidence and perfect feeling of just a few hours ago had vanished. At the end of the day I reflected on the issue of trust and the lack of it. I noted how obvious it was that I was not spiritually and physically - which felt like the same thing - able to receive the immense energy and light inside, and that it was of the uttermost importance to make lifestyle changes such as starting meditation and regular exercise, adjusting my diet and generally changing my way of life for the better. I noted that any deeper work with psychedelics would require this and that this experience should be motivation enough. I noted that a shortcut made with psychedelics will not help without much work and integration. Finally, I noted that I had searched for something without knowing what it is_ I had searched it for the ego with the ego, despite it being achievable only by trusting oneself and letting go of the ego. (This experience happened a very long time ago. I did not implement any of the lifestyle changes mentioned above, have no great interest in spirituality, and have not used classical psychedelics since.)"
psychedelics,"I was near prague in a forest at a hippie festival with less than 100 people. We were with my friends from america and a couple of friends who we knew through my mutual friend, and they provided mdma. I had taken it before, but never had this intense of an experience.  We eyeballed the amount, cause we did not have a scale. But these people had experience so i trusted them.  I was coming up on mdma while lying on the grass next to a ”holy fire”. This festival was like 40-50 + year olds mostly and had been coming here for 70 years. There was a live band playing with random cool instruments. The place felt very safe.  I was laying in the dark on the cold wet grass and could feel the heat from the fire. It was amazing, i could not stop saying how amazing everything was and how connected i felt to everyone. Later we went to our friends cottage next to the festival, he played violin and sang songs. I walked from person to person giving them rubs and hugs and loving everything. It was magical.  The sensation felt like love. Just pure love and happiness towards everyone and everything. Mdma is a wonderful drug when used correctly."
psychedelics,"A total reboot of the brain and self_ re-constructing my whole existence from a scratch. The so-called ""ego death"". The experience itself was terrifying, but it helped me a lot."
psychedelics,Vaping a dose of 5-MeO-DMT I felt like dissolving into a unified consciousness field beyond space-time. A mixed feeling of bliss and terror to be confronted with some sort of ultimate ontological reality that meanwhile was so distante of the ordinary sense of reality and of my limited self image. At the end of the experience a sense of frustration rouse when thinking on how much could be learned about the nature of reality and consciousness if scientists and philosophers would actually have the courage to explore this substance instead of playing conceptual speculative games.
psychedelics,"This is my account of the experience that I wrote a few days after it happened, approximately 2.5 years ago. Then I have some notes from a therapy session after that. The experience happened at a beautiful house in the countryside, with 3 friends. A perfect set and setting. I was in a reasonably good head space at the time, not depressed. Two of the friends and myself have PhDs in psychology/ neuroscience, and two of them are medical doctors. One is a psychiatrist. All had experience with psychedelics, including LSD. I had extensive use of a range of psychedelics (several times per year since I was 18, at the time of the trip I was 33). I have the most experience with LSD, and have taken significantly bigger doses than this. I took one tab which I believe was about 150 micrograms, but couldn't be 100% sure. It was definitely acid.  I had been raped 2 years earlier and now have a PTSD diagnosis from that experience. I was not officially diagnosed at the time of the trip, but had previously had therapy for one year afterwards, and am getting help again now for the PTSD and depression.  The experience was extremely intense, draining, and unpleasant at the time. But it was also cathartic and fascinating, and lead to me telling my parents about the rape, which I doubted I would ever do and am very glad I did. The experience (written a few days after the event): The bird was the first thing we saw when we got back from exploring the forest. It was round, white and brown, lying still on its back on the table outside, with its fat belly faced the sky. M was quick to grab it by its feet and throw it over the balcony. Later, L said she wished she'd looked at it more. M wondered why his instinct was to throw it away. To take control. We were all scared of it, because it was dead. Well, we had to get rid of it. But that's not true. We wanted to get rid of the reminder of death. M brought it up intermittently during the next few days, wondering why the bird flew into the window. As if it had conscious agency.  We dropped acid at half 11 in the evening. The come up was visceral and quick. M and I were watching the orange supermoon rise, and looking back to the sunlight that never went fully down, giggling and amazed. A net was suspended over everything, with it's strings running through the clouds, the trees, and the grass. But if I tried to focus on the net, it would morph and disappear, then reform. Over and over, M and I would realise we wanted to go to the lake, run inside to convince L and J, fail to convince them, and then repeat the cycle. Sitting inside, the colours in the music made me cry. I noticed I was trying to fight it and instead consciously relaxed into it and felt relief. Maybe that was the floodgates opening. We started walking to the lake about 3-4 hours into the trip. Felt good, excited. There was a neon glow shifting through the grass, and the sky was smudgy pink. We were walking down the stairs and I said ""Hannah would hate this, I've gone to the countryside and taken acid, like in midsommar"".  I suddenly felt this intense weight and confusion. Everything slowed down. I wasn't sure what was real. I had this awful feeling that something terrible had happened. But I wasn't sure if the memory was real or not. I wasn't even sure if the concept of rape was real. I couldn't understand how or why someone would do that, surely people don't hurt each other like that on purpose. I'm not sure what words I said aloud and what was in my head. L said it was all fragments, but that each loop started with ""violently though?"". And ended with ""right, ok"". She could convince me I was safe for a second then I'd snap back into the loop. She said each time the loop restarted I'd look at her like I looked in the photo. I didn't know if she was real. ""Why is this happening?"" ""We took lsd"" ""right, ok"", back to the loop. It started with me being upset about not having told my parents about the rape. I feel disconnected from them because they don't know, but I'm too scared to burden them. But then I wasn't sure if the rape had actually happened, or if the person X who raped me was real, so I'd ask L again, ""violently tho?"" ""X tho?"". The words came out in slow motion because I wasn't sure if they were words or not, and whether they meant what I thought they did. Then I felt trapped in sheer terror, like the rape was happening again. M said ""it's not happening now, you're safe"" and I trusted him but also couldn't snap out of it. He asked me to name the emotion. I said scared. They told me over and over that I was safe and I'd start repeating ""safe"" but it wouldn't last. I said that I blame myself. That I should have known and seen it coming. And that the world tells me it is my fault. I felt angry and frustrated. M asked what I was feeling and I said shame. All I have are vivid sensory snapshots, but there's no continuity to them. Reaching out to touch the purple flowers. The cat slinking along the fence. Eating a peach and not being sure if it was delicious or disgusting. The shimmering pastels of the lake. I wanted to jump in. I remember coming out of the loop: I saw the moon. It was filled with warmth and light and colour and I couldn't believe something could be that beautiful. Maybe not everything was bleak and awful. I giggled. L skipped down the path saying ""A's back, A's back"". I remember M saying it too and I didn't understand what they meant. Walking back to the cabin felt like waking from a dream. Back at the house J asked if I remembered, and I wasn't really sure. They said they hoped I had got something out of what happened. Later, when the acid was soft background noise and we were looking out at the trees from the balcony, I said to M ""I don't understand what happened to my mind earlier"". He said he thought it was a PTSD response and that my mind had been stuck back in the rape. I realised that it was what it had felt like, and cried a little. He said, ""I might be reading too much into it, but I think your anxiety doesn't just belong to you, but is also your mother's and your grandmother's."" That struck a nerve as well, how did he know that? I hadn't even mentioned my grandmother as far as I knew. But she was extremely anxious.  I lay on the grass all day, listening to music and soaking up the warmth of the sun, enjoying what was left of the trip. Speaking to L the next day was a useful debrief. She filled in a lot of blanks and a lot of what she said sparked more snapshots. I was shocked when she said it lasted 2 hours or so. She said she could feel the trauma rippling through me, and through the landscape. That she felt helpless and moved. I told her that she did help. I'm so glad I was with the people I was with when it happened. I can't help but feel some guilt for them having to experience that with me but they seem to have got some insight out of the experience too, and I know they wouldn't blame me for it. We discussed whether I should tell my parents, and she suggested my brother could do it. I am thinking about it. I wonder if this is how psychedelic therapy works. I'm sure it's not supposed to happen quite like that, but maybe it opened a door to something that I wasn't able to access in a normal state. It's scary that those feelings are still inside me, but I guess it makes sense. Maybe they will always be there. M said he thought it meant there was something still unresolved in my feelings about the rape, that there's more to process. I hope that the experience helped me process further. It did feel cathartic. It was 3 days ago and I'm still completely physically and emotionally drained.  The following week I felt exhausted, like I used to feel after therapy. Waking up was too hard so I just stayed dozing until noon or later. I needed coffee but it made my heart race. I made myself eat but mostly didn't feel hungry. I managed one Pilates class, which felt weird but good, after 3 months of not stepping foot in a gym. It was hard to focus on watching tv or listening to podcasts. Working was even harder so I did the bare minimum. I had the familiar feeling that I was thinking and moving in slow motion. It reminds me of when I was depressed, and was first processing the rape. I tried to practice self compassion, and remember that these feelings don't last forever. That my productivity always comes back.  Afterwards I spoke with my therapist, these are my notes: Trauma lives in the body. Part of treatment is to viscerally release while you feel safe. Scary that it's still inside me but maybe less of it is in there now. It did feel cathartic. With psychedelic therapy I would have known it was coming, planned, felt more in control, mentally prepped, had a guide, taken time off work, etc. So understandable to find it traumatic. But they were good guides. Maybe going into it was more conscious than it seemed? Did I allow myself to go there because I felt safe? So meaningful to share that experience with other people and give them a deeper understanding of this kind of trauma. Gives insight as a doctor, psychiatrist, friend. It's the same big feelings and difficult stuff that we dealt with in therapy coming out, without the intellectual understanding. Self blame. Not being able to believe that it happened. Wanting to understand why but there being no good answers. Similarities between the trip and the rape: Fragmentation and lack of continuity Confusion and fear - not knowing what was happening Lack of control My therapist said ""Your face looks good"" She thinks it will be a positive experience. Says she can see it in my face. She's always been good at reading my face. Never know how my parents knowing might be helpful in the future. Would I want my daughter to tell me, regardless of how much anxiety it would cause me? Yes of course. Allow myself to stop protecting them and let them do that for me. Next steps Be kind to myself, take it easy Look at my relapse prevention plan Go back over my timeline of the rape, and to my timeline of the trip. Solidify the continuity, help make sense of it. Move it from my amygdala to frontal cortex."
psychedelics,"I have written everything down one day after the experience so that is why I remember all quite well. It lasted 12 hours as a whole, from 2pm to 2am. First, after about half an hour ago I started to laugh hilariously. I was with my boyfriend, we were playing one card game and after it first hit I noticed I didn't know anymore how to play the card game we were playing. My whole body felt lazy and my movements were slow. We went laying on the bed and then some visual hallucinations started to occur. I have many house plants so those started to shimmer and move vividly, like the colors were flowing through the plants. Colors were more intense everywhere in my home and the walls seemed to breath, moving closer and further away from me. Then I looked at the white ceiling above me and started to saw colorful and moving illusions, it was like a mandala and there were many eyes in there. It was dark colored, mostly blue and purple. What was interesting, I saw the mandala only on the ceiling, not on the walls that was also white colored. However, every other surfaces seemed liquid and the shapes of my carpet and sheets were moving smoothly around. That was the most beautiful moment of the experience. I can't tell how long that phase lasted as I lost the sense of time. After x time period, maybe one or two hours after, all the colors disappeared and everything went black and white. Also the outer world I saw from the window went dark even though it wasn't yet dark according to the phase of the day. Then I felt little bit anxious and scared because it was so sudden change. Then I remembered what I'd read that everything just need to be welcomed and accept as it is. We were still laying on the bed. Then something started to drag me to one corner of the apartment, like some gravity. We went there together and we just sat there for some time and nothing new happened. It was absurd and we felt little bit stupid.  Then after some time colors came back to normal. And all the brightness and colorfulness before the darkness was gone and everything in my home looked quite normal. Although, proportions of the apartment, me and my boyfriend were unrealistic, betweentimes for example legs looked longer or bed looked smaller. Most of the time of the whole experience we were laying on the bed or sitting on the sofa doing nothing. I didn't feel my body and it felt like ""I"" was just my consciousness. I looked myself from the mirror and I saw myself older and uglier. I drew and I felt like the hand that was drawing wasn't mine. I didn't have appetite. We listened to some music and I saw the whole room changing colors according to the music. It was so beautiful. We had difficulties in communicating each other and we tried read some book but we didn't understand the context and we came up with some new meanings of some words. Couple of times I cried but however I didn't feel sad. There were moments when we felt like the trip was already over and we felt sober, but then all the time there were still those mandalas and other hallucinations on the walls and ceiling for long time.  Overall the main feeling of the experience was little bit anxious and very bizarre, like we were some strange creatures. There was a little feeling of mysticism but however, we didn't feel spiritual as how many people usually describe. Silence sounded very intensely silent and time had stopped. It felt like we were a part of a whole different reality."
psychedelics,Connected with generations of ancestors - specifically women - grandmothers  I helped to purge trauma in toilet and they guided me to lay outside under the moon and stars - I heard them supporting me as I felt my body ascend up to a vessel-like structure that had petal-like wings on it. I felt their presence and my whole being felt a great sense of peace and oneness. I felt connected to everything. Eventually I started to sink into the ground.
psychedelics,"I was at my friends place and we had prepared ourselves with sauna and a meal. We made a tea and drank heroic dose of mushrooms which i had grown. Roughly 5g of psilocybe cubensis. This was maybe the 20th time of us eating mushrooms. After the tea, we closed the curtains and every light in the room, it was pitch black. The trip started as normal trip, but as it usually would’ve eased a bit after 1h or so, this time it kept getting more intense. At first i got scared and thought what have i done to myself as everything started to melt into as constant stream of energy. Everything seems really beautiful, colorful, bright fractals everywhere and of course a hefty euphoria after the initial nausea. Pretty soon it made no difference if i had my eyes open or closed. As i started to lose words and ability to conceptualise anything, i was sure that i had died, moving on to the next phase of life journey or just vanishing to nothing. At first it felt awful and i regretted that i took the mushrooms, but after some time when i was able to formulate thoughts again, i felt it was meant to be. At first i cried, then thought that what are people going to think about that i had killed myself with drugs. Then i started to think about all the good things i have had in life and i laughed. I remembered the things that i regretted in life and felt sad. Sort of made a list in my head what i would do other way if i had a new chance. I thought about all the people in my life, my dog, everything. Remorsed the mistakes i made. It was a rollercoaster of emotions. After an hour or so i started to come down from the trip and the connection to reality gave a glimpse of itself. I realised that maybe i did not die and that i might have survived. It took maybe 2-3h to come fully down back to reality, a time which i spent processing everything that i had gone through just now. While processing one question kept coming to my mind_ what do i want people to remember me after i have really died. What are people going to say at my epitaph. To answer to what i would like them to say in it, i set the question as an intention to my next trips."
psychedelics,"I have experienced numerous different type of psychedelic experiences, with mushrooms, LSD, Ketamine, DMT, Changa, 5meoDMT, mdma, ayahuasca. I have talven them separately and ny combining them in various combinations.  LSD trips was the start and it made me heal my mind by going through various events happened in my life and making peace with wrongs i experienced and wrongs i caused. It helped me finding out who i truly am. Mushrooms took me into a way much more spiritual level. First big trip i did by myself consuming 6g. Experience lasted several hours taking me through seven different levels consisting of various nature like elements as webs, snakes, lizards and evolving into more and more abstract while it continued. Eventually I made contact with some sort of superintelligence and stayed at its presence for some time. We communicated in curious way without words.  Next big experience I had with DMT by smoking it. I had so called breakthrough experience where I got completely out of my body and entered into this psychedelic multidimensional space, which seemed to be at the same time me and this other entity who was the entire existence in there. One might say it was so called god I was meeting there and practically was part of that myself. I recall being scared and having a deja vu kind of feeling that I shouldn't be here yet, as if I knew the place somehow already, which I surely didn't. But afterwards I have thought of that place is where we enter when dying. Maybe my spirit or soul has travelled through it before I was born and therefore it felt somehow familiar.  Then I have experienced various out of this world experiences with various substances and combining them. With Ketamine I managed to treat many psychic and physical things. Physical ones were quite interesting. I had a wrong position on my leg for at least twenty years. Under influence of ketamine my original nervous system activated and fixed the wrong position my leg had been. It didn't fix it permanently but made me aware or the problem. Then I started using ketamine to train the nervous system and fixing the position of the leg so that it is now correct all the time.  Would have endless amounts of experiences to write about, but here is a glimpse into them."
psychedelics,"My friend called me accidentally one afternoon to fix a thing I got for him from Tori. He told me he’s going to Nuuksio for an Ayahuasca ceremony and the curanderos are indigenous reliable ones he has met in Amazonas. I had attended several ceremonies before that, but then the curandero has always been finnish. We went to a nearby place, relaxed a bit, had sauna and I got the permission to inhale some cannabis.  Towards the night we, about 10-15 ppl wandered all together to the ceremony place, which was a small plaza-like square in the forest. The place felt like an ancient ceremony place. The curanderos were already there, having a fire, music, chanting.  We settled down. I had 2 yoga mats with me and some extra clothing if the night’s gonna be chilly. On the contrary. It was the most pleasant warm summer night.  I was also offered some mescaline before the act, but refused as I was nervous of what’s going to happen this time. I was offered one bony cup of ayahuasca as my turn approached. It tasted horrible as usual, I thanked and got back to my mat. I just listened to the most beautiful indigenous music in the most beautiful night. I laid myself down. First came an extreme thankfulness that flooded me all over. I watched the three branches over me, they were so extremely beautiful and visually so speaking that tears just started running from my eyes. I don't know how long I stayed in this stage, maybe some 15 mins as the experience became more intense.  The tree branches no longer felt safe and beautiful, they started haunting me. A was in a very intense anxiety for a long period, I even asked some help from the curanderos. Someone came, there was a ritual over me, and the finnish organizer came to conform me for awhile. Before the trip I had been working in a company, in a wrong position, in an entrepreneur setting w huge responsibility. I had had an inner yearning for spiritual practises and started meditating regularly some time before my trip. During the trip in Nuuksio all my inner controversies and even my relation to materialism popped to the surface. I remember arranging my few belongings besides the yoga mat like if someone would come&steal my fortune. I just didn't know what’s going to happen. The stage I stayed in, the more unsafe&intense, lasted about 2 hrs, I later asked the arranger. Then I started vomiting (or was it before this, I don't know). After the intensive phase the tears and thankfulness came back. I was in heaven, peaceful, the surroundings and the music's just flooded over me or even felt like the sounds would come inside of myself. I had a loving feeling for everyone and everything. After the night we wandered back to the house and relaxed."
psychedelics,"Dmt is such a powerful drug, so breakthrough is almost impossible to describe strictly. The whole environment transformed into hyperspace-like another dimension. I saw colours that don't exist, some insect-like entities that were kind and talked to me telepathically. The world was like I was in four-dimension universe. I kinda understood all objects and entities, but after the trip it was impossible to describe the experience. Like you can't explain a four dimension cube. After the trip I was in euphoric state for few hours and felt very relaxed Many weeks without insomnia and anxiety. The experience was so powerful that I want everyone to experience DMT. The world would be a better place."
psychedelics,"I've been using Ayahuasca 2-3 times a year since 2016. According to cooking process you need 5-10 grams of material. I cooked 7.5 grams, so this was ""medium"", though at the time the cooking process was very unreliable and had given me varying results.  At this point I've had Ayahuasca experiences a few times, so I knew what to expect. Therefore I made some preparations to relax and de-stress myself. Such as leave early from work, go to gym and of course not to drink coffee that day. There is whole diet you need to follow about 24 hours before and after due to MAOI-component. This might seems irrelevant but Ayahuasca experience is the whole process instead of just ""take this and your mind goes boom"" After taking the drug I watched Rick and Morty, the television screen had slight bluish tint and I did not feel like following the program anymore. I take it as sign to move to bed and turn on my special music playlist for the experience. At this stage I have no idea how strong the potion is. So I worried about is all this effort going to waste? What if it is magically stronger than anticipated, what then? The society certainly does not approve. You are on your own on this one. I had darkened the bedroom, headphones ready, all you need to do press play and get comfortable on the bed. I thanked the past me. The patterns started appearing. It was very similar as if you are falling to sleep, except these patterns don't vanish if you start thinking something else. At first is was simple colors, then more colorful, repeating patterns appeared. Colors so pure you can only imagine. Music became the patterns. Every breath felt fresh on my gums, I felt joy. The patterns became more aggressive and changed too quickly for me to follow. I started rolling on the bed from some kind of mental exertion, breathing became heavy, and I felt the need to touch my temples. Thought my closed eyes I could see my hands on the patterns. They kind of turned yellow where my hand and fingers should have been. I reached for sparkling water bottle under the bed. I didn't need to see it. I just knew it would be there. The bubbles tickled my mouth. I gave a laugh. It was pure joy. After what felt like long time I remember being less and less aware of my body and concentrating more of what was within. Like in your dreams you are not aware of your actual body. I had no body but I was floating in the middle of this ""stuff"". I started seeing people as in memories from the past. It was strange, like ""oh, this is the interaction you had, this is the effect this particular encounter had on your current self"". It was bleeding obvious to connect the dots. The memory of a girl with whom I had used psychedelics (magic truffles) with for the first time came to me. The memory was bright yellow and it kind of made all the other visions bland. She in a way had enabled these experiences, without her I would not have this experience.  The visions started slowly to fade and I became more aware of the music again. I realized the visions had been kind of landscapes created by each song. In the end checed time. I had been only 1.5 hour but felt like a way longer time. I didn't feel tired, so I turned on my computer. The ""gods"" behind the Youtube algorithm had given me a recommendation. It was a documentary about... Furries. I pondered for a long time if my mind could take that kind of information right at this moment. Yes it did. For a couple of days afterwards I felt energized. It was clear that choices I had made couple of year ago were correct and it was now very obvious what steps I should take next. It was like ""oh yeah, why it wasn't like that before?""."
psychedelics,"my first Ayahuasca trip ever... First we took the first shot Ayahuasca and laid down, during the first hour to one and a half id say the experience was like a strong LSD trip visuals mostly. it was after the 2nd shot it started. I had almost fallen asleep when when I felt a strong urge to purge, when I did throw up it wasn't like the normal puke.. It felt like someone ripping out a bowling ball from my stomach, it kind of felt like a relief. At this stage the visuals was really strong, what I puked out of me looked like the pattern Alex Grey has in all his paintings, was kind of the most beautiful thing I have ever seen, and that pattern continued to grow from the puke bucket and got connected to the whole room around me. Then the trip really started, this will be hard to really explain all of it, but I totally lost time of space and time, I was drifting in and out of it, I actually thought that I had been on that mattress for days instead of hours. I did see my life in review, from beginning to end, i drowned I screamed for help etc. it started over and continued.. Also during this review I saw myself in a lot of different situations but it felt like I was seeing everything from behind a shower curtain. I was there but I was not ""fully there"" not present (I had been using a lot of cocaine and alcohol the last 20 years, self medication I can see in hindsight). It felt like I was looping in this stage for an eternity, the loops went on and on, some different life situation where shown to me. It finally stopped when I sat up and I slammed the wall behind me and screamed ""THIS IS ENOUGH"" , finally it stopped, and then I understood that I wasn't living the life I wanted. (I have been sober since, and myself healing work started)"
psychedelics,"After years of struggle, it showed that it is possible to experience and see the world in a completely different way that no amount of therapy or talking or reading or any other thing would have ever convinced me that is possible."
psychedelics,"I took the mushrooms alone in my home on a Saturday. The weather was beautiful and I had time for myself for the day and the next. I had taken psilocybin mushrooms about 15 or 20 times before but never quite as large amount. However, I had a decent idea of what was coming. I drank the mushroom tea and put on some nice psybient music and waited. After maybe half an hour I started to feel the first effects and the onset was pretty smooth. I started to yawn and headed to my bed to wait for the peak. I think I actually fell asleep. No idea for how long. Then I woke up. At first I was, not standing, but existing in a space made of light. There were others with me and the spoke calming words. I was not afraid in the least, but curious as I was just woken in this place. After some time I was guided through a hatch of sorts and the entities told me that I'm ready and farewell and stuff like that. Then the hatch was closed an I was completely alone in the absolute darkness. Now I grew a bit anxious, I'd think a reasonable reaction. Then I opened my eyes. The actual eyes of my body. And I saw the room I was in but couldn't move. This, in turn, was not scary but actually quite funny. After some trial and error I managed to take the control of my limbs and started to pace around the house and try out my body and it felt GOOD to move. Like this is what we are meant to do. Then a profound sadness came over me as I suddenly understood that every one of us are completely alone in our heads and can communicate only through words and gestures and so on. But never the full perfectly complete idea that we wanted to share. I cried for (what seemed like) a long time because I could never really REALLY tell my wife and children how much I love them. But I also understood that I must try anyway. To tell and to show it. This sounds a bit lame after this time when I write it down, but the effect on me was huge. After this experience I have focused a lot more on my family and I think I have a pretty good idea of what is really important. Little things don't bother me as much as before. I have felt myself significantly happier overall ever since this experience. More at peace, if you will. I have no doubt that my family has benefited of this as well. This is what I consider the most meaningful psychedelic experience of my life. So far."
psychedelics,"I had taken LSD with my partner. We listened to music for a little while and I went to go take a shower while I was still on the come-up. When I was in the shower I suddenly felt strange and disconnected from my body, and I kind of scalded myself with hot water. I started to remember some childhood memories. I've always known and remembered that I was a victim of childhood sexual abuse, but now other surrounding memories came back, of how I had felt and how I myself had punished myself after the abuse. I went back to my partner and I told him what had happened in the shower and I was able to tell him what happened to me as a child. I could go through it and feel it as if it was happening, with total clarity. But I felt safe, and after I had gone through it all I felt like I could really let it go, because now I had experienced it again without memory gaps and without fear and anxiety."
